Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
1988-9036-LKA,1988,9036,,Natural,Climatological,Drought,Drought,,,Sri Lanka,LKA,Southern Asia,Asia,North and East,,,,,,,,,Km2,,,,,1988,8,,1989,,,,,806000,,806000,,,,,,,43.64264159,,,,
1988-9181-MEX,1988,9181,,Natural,Climatological,Drought,Drought,,,Mexico,MEX,Central America,Americas,"Sinaloa, Nayarit provinces",,,,,,,,,Km2,,,,,1988,5,,1988,,,,,,,,,,,,,,43.64264159,,,,
1988-9003-NER,1988,9003,,Natural,Climatological,Drought,Drought,,,Niger (the),NER,Western Africa,Africa,"Niamey, Maradi, Zinder, Diffa departments",,,,Yes,,,,,Km2,,,,,1988,,,1988,,,,,1000000,,1000000,,,,,,,43.64264159,,,,
1989-9230-ETH,1989,9230,,Natural,Climatological,Drought,Drought,,,Ethiopia,ETH,Eastern Africa,Africa,"Northern Ethiopia, Eritrea, Tigray, Wollo, Gondar, Harerge",,Food shortage,,Yes,,,,,Km2,,,,,1989,10,,1994,,,,,6500000,,6500000,,,,,,,45.74927619,,,,
1989-9595-FRA,1989,9595,,Natural,Climatological,Drought,Drought,,,France,FRA,Western Europe,Europe,Corse,,,,,No,No,,,Km2,,,,,1989,7,,1989,8,,,,,,,,,,,1600000,3497323,45.74927619,,,,
1989-0296-HKG,1989,296,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Hong Kong,HKG,Eastern Asia,Asia,Hong Kong,,,,,,,,,Km2,,,,,1989,11,29,1989,11,29,,,,,,,,,,,,45.74927619,,,,
1989-0279-MEX,1989,279,,Natural,Climatological,Wildfire,Forest fire,,,Mexico,MEX,Central America,Americas,Quintana Roo,,,,,,,,,Km2,,,,,1989,7,,1989,7,,,,,,,,,,,83200,181861,45.74927619,,,,
1990-9595-GRC,1990,9595,,Natural,Climatological,Drought,Drought,,,Greece,GRC,Southern Europe,Europe,,,Heat wave,,,No,No,,,Km2,,,,,1990,3,,1990,3,,,,,,,,,,,1000000,2073880,48.21879729,,,,
1990-9604-NAM,1990,9604,,Natural,Climatological,Drought,Drought,,,Namibia,NAM,Southern Africa,Africa,"Kavango, Ovambo regions (North)",,Water shortage,,Yes,No,No,,,Km2,,,,,1991,,,1992,3,,,,250000,,250000,,,,,50000,103694,48.21879729,,,,
1990-9059-PER,1990,9059,,Natural,Climatological,Drought,Drought,,,Peru,PER,South America,Americas,"Lambayeque, La Libertad, Cajamarca, Ancash, Ica, Huancavelica, Ayacucho, Arequipa, Apurimac, Cusco, Puno, Moquepa, Tacna, Lima departments",,Water shortage,,,Yes,Yes,,,Km2,,,,,1990,8,,1990,,,,,2200000,,2200000,,,,,36000,74660,48.21879729,,,,
1990-9597-NER,1990,9597,,Natural,Climatological,Drought,Drought,,,Niger (the),NER,Western Africa,Africa,Countrywide,,Food shortage,,Yes,No,No,,,Km2,,,,,1990,,,1991,,,,,1630000,,1630000,,,,,,,48.21879729,,,,
1990-9604-MOZ,1990,9604,,Natural,Climatological,Drought,Drought,,,Mozambique,MOZ,Eastern Africa,Africa,Center,,Famine,,Yes,No,No,,,Km2,,,,,1991,3,,1992,3,,,,3300000,,3300000,,,,,50000,103694,48.21879729,,,,
1990-9025-ESP,1990,9025,,Natural,Climatological,Drought,Drought,,,Spain,ESP,Southern Europe,Europe,"Andalucía, Extremadura, Castilla la Mancha (Southern)",,,,,Yes,No,,,Km2,,,,,1990,9,,1995,,,,,6000000,,6000000,,,,,4500000,9332460,48.21879729,,,,
1990-0344-ITA,1990,344,,Natural,Climatological,Wildfire,Forest fire,,,Italy,ITA,Southern Europe,Europe,"Peimont, Lombardie",Drought period,,,,No,No,,,Km2,,,,,1990,3,,1990,7,,,,,,,,,,,880000,1825014,48.21879729,,,,
1990-0391-ITA,1990,391,,Natural,Climatological,Wildfire,Forest fire,,,Italy,ITA,Southern Europe,Europe,,,,,,,,,,Km2,,,,,1990,4,,1990,7,,,,,,,,,,,705000,1462085,48.21879729,,,,
1990-9604-LSO,1990,9604,,Natural,Climatological,Drought,Drought,,,Lesotho,LSO,Southern Africa,Africa,,,,,,,,,,Km2,,,,,1992,6,,1994,,,,,331500,,331500,,,,,,,48.21879729,,,,
1990-0615-MNG,1990,615,,Natural,Climatological,Wildfire,Forest fire,,,Mongolia,MNG,Eastern Asia,Asia,"Dornod (East), Selenge, Bulgan (North)",,,,,,,,23,Km2,,,,,1990,5,,1990,5,,,,,,,,,,,110000,228127,48.21879729,,,,
1990-9604-MWI,1990,9604,,Natural,Climatological,Drought,Drought,,,Malawi,MWI,Eastern Africa,Africa,,,,,Yes,,,,,Km2,,,,,1990,2,,1990,,,,,2800000,,2800000,,,,,,,48.21879729,,,,
1990-9707-PHL,1990,9707,,Natural,Climatological,Drought,Drought,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Regions VI, IX, X, XI and XII",El Nino,,,,,,,3046,Km2,,,,,1990,12,,1992,7,,,,254282,,254282,,,,,64000,132728,48.21879729,,,,
1991-0418-IDN,1991,418,,Natural,Climatological,Wildfire,Forest fire,,,Indonesia,IDN,South-Eastern Asia,Asia,"Borneo, Sumatra Isl., Kalimatan, java, Sulawesi",Prolonged drought,Pollution,Transport accident,,No,No,,1000,Km2,,,,,1991,8,1,1991,10,27,57,8,,,8,,,,,13200,26263,50.26085283,,,,
1991-9316-FRA,1991,9316,,Natural,Climatological,Drought,Drought,,,France,FRA,Western Europe,Europe,"Limousin, Poitou-Charente, Aquitaine, Midi Pyrenees, Normandie",,Wildfire,,,,,,,Km2,,,,,1991,7,,1991,,,,,,,,,,,,,,50.26085283,,,,
1991-0295-ESP,1991,295,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Spain,ESP,Southern Europe,Europe,Valence,,,,,,,,200,Km2,,,,,1991,8,6,1991,8,6,,,,,,,,,,,,50.26085283,,,,
1991-9224-KEN,1991,9224,,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,Northeastern regions,,,,Yes,No,No,,,Km2,,,,,1991,,,1992,,,,,2700000,,2700000,,,,,,,50.26085283,,,,
1991-9195-LAO,1991,9195,,Natural,Climatological,Drought,Drought,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Whole country,,,,,,,,132,Km2,,,,,1991,7,,1993,,,,,,,,,,,,1000,1990,50.26085283,,,,
1991-9346-MLI,1991,9346,,Natural,Climatological,Drought,Drought,,,Mali,MLI,Western Africa,Africa,,,,,,,,,,Km2,,,,,1991,3,,1991,,,,,302000,,302000,,,,,,,50.26085283,,,,
1991-0479-NIC,1991,479,,Natural,Climatological,Wildfire,Forest fire,,,Nicaragua,NIC,Central America,Americas,North-West,,,,,No,No,,500,Km2,,,,,1991,1,15,1991,3,12,,,,,,,,,,80000,159170,50.26085283,,,,
1991-0723-PRT,1991,723,,Natural,Climatological,Wildfire,Forest fire,,,Portugal,PRT,Southern Europe,Europe,,,,,,No,No,,1824,Km2,,,,,1991,,,1991,,,,,,,,,,,,,,50.26085283,,,,
1992-9140-HTI,1992,9140,,Natural,Climatological,Drought,Drought,,,Haiti,HTI,Caribbean,Americas,,,Food shortage,,,,,,,Km2,,,,,1992,4,,1992,,,,,1000000,,1000000,,,,,,,51.78316204,,,,
1992-9195-HUN,1992,9195,,Natural,Climatological,Drought,Drought,,,Hungary,HUN,Eastern Europe,Europe,Entire country,,,,,No,No,,,Km2,,,,,1992,5,,1992,8,,,,,,,,,,,384000,741554,51.78316204,,,,
1992-9205-LTU,1992,9205,,Natural,Climatological,Drought,Drought,,,Lithuania,LTU,Northern Europe,Europe,,,,,,,,,,Km2,,,,,1992,6,,1992,7,,,,,,,,,,,52900,102157,51.78316204,,,,
1992-9231-MWI,1992,9231,,Natural,Climatological,Drought,Drought,,,Malawi,MWI,Eastern Africa,Africa,"Dedza, Dowa, Mzimba, Nkhotakota, Ntcheu, Salima districts",,,,Yes,,,,,Km2,,,,,1992,4,,1995,,,,,7000000,,7000000,,,,,,,51.78316204,,,,
1992-0138-NPL,1992,138,,Natural,Climatological,Wildfire,Forest fire,,,Nepal,NPL,Southern Asia,Asia,Terai,,,,,,,,,Km2,,,,,1992,3,,1992,3,,56,,,50000,50000,,,,,6200,11973,51.78316204,,,,
1992-9543-NZL,1992,9543,,Natural,Climatological,Drought,Drought,,,New Zealand,NZL,Australia and New Zealand,Oceania,,,,,,No,No,,,Km2,,,,,1994,1,,1994,8,,,,,,,,,,,100000,193113,51.78316204,,,,
1992-9229-PER,1992,9229,,Natural,Climatological,Drought,Drought,,,Peru,PER,South America,Americas,,El Nino,,,,,,,,Km2,,,,,1992,7,,1992,,,,,1100000,,1100000,,,,,250000,482782,51.78316204,,,,
1992-0218-POL,1992,218,,Natural,Climatological,Wildfire,Forest fire,,,Poland,POL,Eastern Europe,Europe,"Gdansk, Szczecin, Bydgoszcz, Katowice, Liegnit",,,,,No,No,,,Km2,,,,,1992,7,1,1992,8,18,35,,,,,,,,,,,51.78316204,,,,
1993-9573-ERI,1993,9573,,Natural,Climatological,Drought,Drought,,,Eritrea,ERI,Eastern Africa,Africa,,,,Food shortage,Yes,No,No,,,Km2,,,,,1993,11,,1993,,,,,1600000,,1600000,,,,,,,53.31162038,,,,
1993-9561-HTI,1993,9561,,Natural,Climatological,Drought,Drought,,,Haiti,HTI,Caribbean,Americas,Artibonite region,,Crop failure,Famine,,,,,,Km2,,,,,1993,8,,1993,,,,,,,,,,,,,,53.31162038,,,,
1993-9509-MKD,1993,9509,,Natural,Climatological,Drought,Drought,,,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,,,Food shortage,,Yes,,,,,Km2,,,,,1993,12,,1993,,,,,10000,,10000,,,,,,,53.31162038,,,,
1993-9472-IND,1993,9472,,Natural,Climatological,Drought,Drought,,,India,IND,Southern Asia,Asia,"Bihar, Orissa, Andhra Pradesh, Maharashtra, Gujarat, Madhya Prasdesh, Uttar Pradesh, Karnataka",,,,,No,No,,,Km2,,,,,1993,3,,1993,10,,,,1175000,,1175000,,,,,,,53.31162038,,,,
1993-9511-MRT,1993,9511,,Natural,Climatological,Drought,Drought,,,Mauritania,MRT,Western Africa,Africa,"E.Trarza, N. Brakna, Gorgol, N.W. Assaba, Tagnat",,,,,,,,,Km2,,,,,1993,,,1993,,,,,446507,,446507,,,,,,,53.31162038,,,,
1988-9620-ZAF,1988,9620,,Natural,Climatological,Drought,Drought,,,South Africa,ZAF,Southern Africa,Africa,Homelands,,Famine,,Yes,,,,,Km2,,,,,1988,10,,1988,,,,,1320000,,1320000,,,,,,,43.64264159,,,,
1988-9006-TUN,1988,9006,,Natural,Climatological,Drought,Drought,,,Tunisia,TUN,Northern Africa,Africa,,,Insect infestation,,,,,,,Km2,,,,,1988,,,1988,,,,,,,,,,,,,,43.64264159,,,,
1988-9008-SOM,1988,9008,,Natural,Climatological,Drought,Drought,,,Somalia,SOM,Eastern Africa,Africa,"Awdal, Gedo regions",,,,,,,,,Km2,,,,,1988,,,1988,,,,,53500,,53500,,,,,,,43.64264159,,,,
1988-9408-TZA,1988,9408,,Natural,Climatological,Drought,Drought,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,Lindi region,,,,,,,,,Km2,,,,,1988,,,1988,,,,,110000,,110000,,,,,,,43.64264159,,,,
1988-9707-USA,1988,9707,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,,,,,,No,No,,,Km2,,,,,1988,4,,1988,6,,,,,,,,,,,,,43.64264159,,,,
1989-9241-RWA,1989,9241,,Natural,Climatological,Drought,Drought,,,Rwanda,RWA,Eastern Africa,Africa,"South, West of Kigali",,Crop failure,Famine,Yes,,,,,Km2,,,,,1989,12,,1989,,,237,,60000,,60000,,,,,,,45.74927619,,,,
1989-9276-TGO,1989,9276,,Natural,Climatological,Drought,Drought,,,Togo,TGO,Western Africa,Africa,"Tone, Oti prectures",,Food shortage,,Yes,,,,,Km2,,,,,1989,1,,1989,,,,,400000,,400000,,,,,,,45.74927619,,,,
1990-9604-ZWE,1990,9604,,Natural,Climatological,Drought,Drought,,,Zimbabwe,ZWE,Eastern Africa,Africa,,,Water shortage,,Yes,No,Yes,,,Km2,,,,,1991,4,,1995,,,,,5000000,,5000000,,,,,50000,103694,48.21879729,,,,
1990-9289-SDN,1990,9289,,Natural,Climatological,Drought,Drought,,,Sudan (the),SDN,Northern Africa,Africa,Bar El Ghazal Province,,,,,No,No,,,Km2,,,,,1990,,,1990,,,,,600000,,600000,,,,,,,48.21879729,,,,
1990-9604-SWZ,1990,9604,,Natural,Climatological,Drought,Drought,,,Eswatini,SWZ,Southern Africa,Africa,Southeast,,,,Yes,,,,,Km2,,,,,1990,11,,1995,,,,,250000,,250000,,,,,1739,3606,48.21879729,,,,
1990-9604-TZA,1990,9604,,Natural,Climatological,Drought,Drought,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,Central and Northern regions,,,,,,,,,Km2,,,,,1991,,,1992,,,,,800000,,800000,,,,,,,48.21879729,,,,
1990-9717-YUG,1990,9717,,Natural,Climatological,Drought,Drought,,,Yugoslavia,YUG,Southern Europe,Europe,Central (Serbia),,,,,,,,,Km2,,,,,1990,7,,1990,8,,,,,,,,,,,1000000,2073880,48.21879729,,,,
1990-9604-ZAF,1990,9604,,Natural,Climatological,Drought,Drought,,,South Africa,ZAF,Southern Africa,Africa,"Northern and eastern Transvaal, central and northern Natal, eastern and northern Cape Region, Homeland area",,,,,No,No,,,Km2,,,,,1991,,,1992,3,,,,,,,,,,,1000000,2073880,48.21879729,,,,
1990-9604-ZMB,1990,9604,,Natural,Climatological,Drought,Drought,,,Zambia,ZMB,Eastern Africa,Africa,,,,,Yes,No,No,,,Km2,,,,,1991,,,1992,,,,,1700000,,1700000,,,,,,,48.21879729,,,,
1991-9686-SDN,1991,9686,,Natural,Climatological,Drought,Drought,,,Sudan (the),SDN,Northern Africa,Africa,"West, Central, Eastern, Northern and South regions",,,,Yes,No,No,,,Km2,,,,,1991,10,,1992,,,,,8600000,,8600000,,,,,,,50.26085283,,,,
1991-9078-THA,1991,9078,,Natural,Climatological,Drought,Drought,,,Thailand,THA,South-Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1991,3,,1991,,,,,2500000,,2500000,,,,,,,50.26085283,,,,
1991-0425-USA,1991,425,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"Washington, Idaho, Montana, Wyoming, Colorado",,,,,,,,,Km2,,,,,1991,10,17,1991,10,17,2,,,300,300,,,,,,,50.26085283,,,,
1991-0426-USA,1991,426,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,Oakland,,,,,No,No,,,Km2,,,,,1991,10,21,1991,10,22,26,,,,,,,1200000,2387544,2500000,4974050,50.26085283,,,,
1991-9476-USA,1991,9476,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,California,,,,,,,,3237,Km2,,,,,1991,1,,1991,7,,,,,,,,,,,1000000,1989620,50.26085283,,,,
1991-9523-USA,1991,9523,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,"Pennsylvania, Maryland",,,,,No,No,,,Km2,,,,,1991,7,,1991,7,,,,,,,,,,,335000,666523,50.26085283,,,,
1991-0047-ZAF,1991,47,,Natural,Climatological,Wildfire,Forest fire,,,South Africa,ZAF,Southern Africa,Africa,"Transkei, Transvaal, Free State, Natal",,,,,,,,,Km2,,,,,1991,9,7,1991,9,7,5,,,,,,,,,,,50.26085283,,,,
1992-0281-RUS,1992,281,,Natural,Climatological,Wildfire,Forest fire,,,Russian Federation (the),RUS,Eastern Europe,Europe,,,,,,,,,,Km2,,,,,1992,7,7,1992,7,7,31,,,,,,,,,,,51.78316204,,,,
1992-0269-USA,1992,269,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"California, Idaho, Oregon, Utah",,,,,,,,10,Km2,,,,,1992,8,17,1992,8,17,,,450,540,990,,,,,85000,164146,51.78316204,,,,
1992-0383-USA,1992,383,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,Tahoe (California),,,,,,,,,Km2,,,,,1992,9,29,1992,9,29,,,,,,,,,,90000,173802,51.78316204,,,,
1993-9521-RUS,1993,9521,,Natural,Climatological,Drought,Drought,,,Russian Federation (the),RUS,Eastern Europe,Europe,,,,,,,,,,Km2,,,,,1993,,,1993,,,,,,,,,,,,,,53.31162038,,,,
1993-9501-TCD,1993,9501,,Natural,Climatological,Drought,Drought,,,Chad,TCD,Middle Africa,Africa,,,,,Yes,No,No,,,Km2,,,,,1993,12,,1993,,,,,300000,,300000,,,,,,,53.31162038,,,,
1993-9522-THA,1993,9522,,Natural,Climatological,Drought,Drought,,,Thailand,THA,South-Eastern Asia,Asia,"North, Central",,,,,No,No,,13000,Km2,,,,,1993,,,1993,,,,,,,,,,,,2000,3752,53.31162038,,,,
1993-0440-USA,1993,440,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"San Diego, Laguna Beach, Malibu, Los Angeles, Orange (California)",,,,,No,No,,870,Km2,,,,,1993,10,27,1993,11,3,3,130,,,130,,,,,1000000,1875764,53.31162038,,,,
1994-0611-ARG,1994,611,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Argentina,ARG,South America,Americas,"Near Puerto Madryn, Santa Rosa province, Pampa",,,,,,,,4300,Km2,,,,,1994,1,21,1994,1,21,24,,,,,,,,,,,54.70169254,,,,
1994-0210-AUS,1994,210,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,New South Wales & Queenland,,,,,,,,,Km2,,,,,1994,9,20,1994,9,20,,41,20000,100,20141,,,,,,,54.70169254,,,,
1994-9692-BOL,1994,9692,,Natural,Climatological,Drought,Drought,,,Bolivia (Plurinational State of),BOL,South America,Americas,Potosi,,,,Yes,,,,,Km2,,,,,1994,12,,1994,,,,,50000,,50000,,,,,,,54.70169254,,,,
1994-9207-BRA,1994,9207,,Natural,Climatological,Drought,Drought,,,Brazil,BRA,South America,Americas,,,,,,,,,,Km2,,,,,1994,,,1994,,,,,,,,,,,,,,54.70169254,,,,
1994-0170-CAN,1994,170,,Natural,Climatological,Wildfire,Forest fire,,,Canada,CAN,Northern America,Americas,British Columbia,,,,,,,,59,Km2,,,,,1994,7,24,1994,7,24,,,3000,,3000,,,,,,,54.70169254,,,,
1994-9096-CHN,1994,9096,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Xuwen, Leizhou, Yangjiang, Maoming, Suixi, Hanwei, Chaozhou, Meizhou, Jieyang (Guangdong province)",,,,,No,No,,100,Km2,,,,,1994,1,,1994,12,,,,82000000,,82000000,,,,,13755200,25145840,54.70169254,,,,
1994-9186-CHN,1994,9186,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Anhui, Jiangsu, Sichuan Provinces",,,,,,,,140000,Km2,,,,,1994,3,,1995,,,,,6690000,,6690000,,,,,,,54.70169254,,,,
1995-9026-BFA,1995,9026,,Natural,Climatological,Drought,Drought,,,Burkina Faso,BFA,Western Africa,Africa,"Bam, Kadigo, Outbritenga, Oudalan, Sanmatenga, Seno, Soum, Yatenga provinces",,Food shortage,Famine,,No,No,,,Km2,,,,,1995,12,,1996,,,,,75590,,75590,,,,,,,56.23630002,,,,
1995-0469-CAF,1995,469,,Natural,Climatological,Wildfire,Forest fire,,,Central African Republic,CAF,Middle Africa,Africa,,,,,Yes,,,,,Km2,,,,,1995,1,,1995,1,,,,85,,85,,,,,,,56.23630002,,,,
1995-0098-CAN,1995,98,,Natural,Climatological,Wildfire,Forest fire,,,Canada,CAN,Northern America,Americas,Saskatchewan (British Colombia),,,,,No,No,,1000,Km2,,,,,1995,6,1,1995,6,30,,,1500,,1500,,,,,89500,159150,56.23630002,,,,
1995-0135-CAN,1995,135,,Natural,Climatological,Wildfire,Forest fire,,,Canada,CAN,Northern America,Americas,Ontario,,,,,,,,2210,Km2,,,,,1995,6,24,1995,6,24,,,5000,,5000,,,,,,,56.23630002,,,,
1995-0321-CHN,1995,321,,Natural,Climatological,Wildfire,Forest fire,,,China,CHN,Eastern Asia,Asia,Hongqing,,,,,,,,,Km2,,,,,1995,4,6,1995,4,6,29,,,,,,,,,,,56.23630002,,,,
1995-9138-CHN,1995,9138,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,Nord-East provinces,,,,,,,,200000,Km2,,,,,1995,1,,1995,8,,,,9060000,,9060000,,,,,12800,22761,56.23630002,,,,
1997-9239-AGO,1997,9239,,Natural,Climatological,Drought,Drought,,,Angola,AGO,Middle Africa,Africa,,,,,,No,No,,,Km2,,,,,1997,3,,1998,,,,,105000,,105000,,,,,,,59.23786573,,,,
1997-0246-AUS,1997,246,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,North West,,,,,,,,1000,Km2,,,,,1997,10,7,1997,10,7,,,,,,,,,,,,59.23786573,,,,
1997-0285-AUS,1997,285,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,"From Tare To Bega, Coonabaraban",,,,,,,,2500,Km2,,,,,1997,11,28,1997,11,28,2,,,,,,,,,6700,11310,59.23786573,,,,
1997-0119-CAN,1997,119,,Natural,Climatological,Wildfire,Forest fire,,,Canada,CAN,Northern America,Americas,Quebec,,,,,,,,,Km2,,,,,1997,5,29,1997,5,29,,,1600,,1600,,,,,,,59.23786573,,,,
1997-0078-CHL,1997,78,,Natural,Climatological,Wildfire,Forest fire,,,Chile,CHL,South America,Americas,Near Conception Port,,,,,,,,,Km2,,,,,1997,4,6,1997,4,6,10,,300,,300,,,,,,,59.23786573,,,,
1997-9557-CHN,1997,9557,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,Shandong,,,,,No,No,,60000,Km2,,,,,1997,5,,1997,8,,,,,,,,,,,169100,285459,59.23786573,,,,
1998-0326-BRA,1998,326,,Natural,Climatological,Wildfire,Forest fire,,,Brazil,BRA,South America,Americas,"Tocantins, Para Mato Grosso, Rondonia",,,,,,,,14973,Km2,,,,,1998,9,11,1998,9,11,,,,,,,,,,,,60.15741089,,,,
1998-0070-BRA,1998,70,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Brazil,BRA,South America,Americas,"Alta Alegre, Amajari, Apiau, Bom-Pim, Canta, Caracarai, Iracema, Maraca, Macajai, Normandia, Pacaraima, Uiramuta municipalities (Roraima state)",,,,Yes,,,184,9254,Km2,,,,,1998,3,15,1998,3,15,1,,12000,,12000,,,,,36000,59843,60.15741089,,,,
1998-0057-BRN,1998,57,,Natural,Climatological,Wildfire,Forest fire,,,Brunei Darussalam,BRN,South-Eastern Asia,Asia,,,,,,No,No,,,Km2,,,,,1998,3,4,1998,5,30,,,,,,,,,,2000,3325,60.15741089,,,,
1998-0123-CAN,1998,123,,Natural,Climatological,Wildfire,Forest fire,,,Canada,CAN,Northern America,Americas,"Alberta, British Columbia",,,,,,,,1900,Km2,,,,,1998,5,2,1998,5,2,,,8000,,8000,,,,,,,60.15741089,,,,
1994-9223-KHM,1994,9223,,Natural,Climatological,Drought,Drought,,,Cambodia,KHM,South-Eastern Asia,Asia,"Prey Veng, Kompong Speu, Kompong Chhnang, Takeo provinces",,Flood,Famine,,No,No,,3000,Km2,,,,,1994,6,,1996,,,,,5000000,,5000000,,,,,100000,182810,54.70169254,,,,
1994-9162-CRI,1994,9162,,Natural,Climatological,Drought,Drought,,,Costa Rica,CRI,Central America,Americas,,,,,,No,No,,,Km2,,,,,1994,7,,1994,9,,,,,,,,,,,1000,1828,54.70169254,,,,
1994-0306-DZA,1994,306,,Natural,Climatological,Wildfire,Forest fire,,,Algeria,DZA,Northern Africa,Africa,,,,,,,,,200,Km2,,,,,1994,8,,1994,8,,22,,,,,,,,,,,54.70169254,,,,
1994-0042-ECU,1994,42,,Natural,Climatological,Wildfire,Forest fire,,,Ecuador,ECU,South America,Americas,Santa Isabela Is. (Galapagos),,,,,,,326,80,Km2,,,,,1994,4,11,1994,4,11,,,,,,,,,,,,54.70169254,,,,
1994-0139-ESP,1994,139,,Natural,Climatological,Wildfire,Forest fire,,,Spain,ESP,Southern Europe,Europe,Palma de Mallorca,,,,,,,,15,Km2,,,,,1994,6,6,1994,6,6,,,1500,,1500,,,,,,,54.70169254,,,,
1994-0155-ESP,1994,155,,Natural,Climatological,Wildfire,Forest fire,,,Spain,ESP,Southern Europe,Europe,Teruel,,,,,,,,2700,Km2,,,,,1994,7,4,1994,7,4,20,20,15000,,15020,,,,,,,54.70169254,,,,
1994-9162-GTM,1994,9162,,Natural,Climatological,Drought,Drought,,,Guatemala,GTM,Central America,Americas,,,,,,No,No,,,Km2,,,,,1994,7,,1994,9,,,,,,,,,,,10000,18281,54.70169254,,,,
1994-9162-HND,1994,9162,,Natural,Climatological,Drought,Drought,,,Honduras,HND,Central America,Americas,,,,,,No,No,,,Km2,,,,,1994,7,,1994,9,,,,,,,,,,,10000,18281,54.70169254,,,,
1994-0359-IDN,1994,359,,Natural,Climatological,Wildfire,Forest fire,,,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,1360,Km2,,,,,1994,10,,1994,10,,,,3000000,,3000000,,,,,,,54.70169254,,,,
1994-0197-ITA,1994,197,,Natural,Climatological,Wildfire,Forest fire,,,Italy,ITA,Southern Europe,Europe,Sicily,,,,,,,,,Km2,,,,,1994,8,18,1994,8,18,1,,300,,300,,,,,,,54.70169254,,,,
1994-9422-KEN,1994,9422,,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,Northern & northeastern districts,,,,Yes,,,,,Km2,,,,,1994,3,,1995,,,,,1200000,,1200000,,,,,,,54.70169254,,,,
1994-9162-NIC,1994,9162,,Natural,Climatological,Drought,Drought,,,Nicaragua,NIC,Central America,Americas,Western provinces,,,,,No,Yes,,,Km2,,,,,1994,7,,1994,9,,,,75000,,75000,,,,,16000,29250,54.70169254,,,,
1995-0159-GRC,1995,159,,Natural,Climatological,Wildfire,Forest fire,,,Greece,GRC,Southern Europe,Europe,Mount Penteli (Athens),,,,,,,,100,Km2,,,,,1995,7,22,1995,7,22,,14,2000,,2014,,,,,,,56.23630002,,,,
1995-0145-ISR,1995,145,,Natural,Climatological,Wildfire,Forest fire,,,Israel,ISR,Western Asia,Asia,Jerusalem area,,,,,,,,,Km2,,,,,1995,7,2,1995,7,2,,40,200,,240,,,,,45000,80019,56.23630002,,,,
1995-9119-MEX,1995,9119,,Natural,Climatological,Drought,Drought,,,Mexico,MEX,Central America,Americas,"Coahuila, Durango, Chihuahua, Nuevo Leon",,,,,,,,,Km2,,,,,1995,6,,1995,6,,,,,,,,,,,100000,177821,56.23630002,,,,
